UniqueID ,Customer problems,Customer comments after the ticket is closed
250606.0003462,Đã sang ngày thứ 2 giao dịch của tôi vẫn chưa được hỗ trợ. Trong khi tiền thì đã trừ. Yêu cầu momo giải quyết ngay giao dịch hoặc hoàn tiền lại để tôi thanh toán,K có 1 nhân viên CS nào liên hệ trực tiếp để hỗ trợ!
250606.0013767,Báo lỗi mấy hôm không ai giải quyết à???,"Lâu, chờ lâu quá"
250606.0013129,"Tôi đã thanh toán nhưng bị lỗi, vui lòng hoàn tiền lại cho tôi
",Giải quyết khá chậm ạ
250606.0000236,Tôi chuyển tiền mà bạn tôi ko nhận đc ,Xử lý lâu toàn nhắn tin vs máy làm ơn để mk nhắn tin vs ng đi 
250606.0006217, Chuyển tiền đã bị trừ nhưng trong tình trạng đang xử lý đã hơn 2 ngày rồi mà chưa giải quyết .Vậy phải đợi đến khi nào??? ,Tuy trễ nhưng nhân viên chăm sóc lịch sự nên hài lòng 
250606.0001581,"hoàn tiền dc k ạ? gd thành công nhưng ngân hàng thụ hưởng k nhận dc tiền
",hoàn tiền cho em đi chứ
250606.0012992,"Vào 04/6/2025 mình đã chuyển tiền vào quỹ 1.400.000đ nhưng sao không thấy Quỹ cộng số phát sinh này vào (đã tìm Lịch sử giao dịch, Thông báo vẫn không thấy thể hiện về món tiền trên)","Tư vấn cấp hết mã giao dịch, thông tin vẫn không giải quyết. Thay vì nhắn lòng vòng sao k có sdt giải quyết khiếu nại nhanh hơn. Chán"
250606.0011619,Mình đã tất toán khoản vay rồi mà sao vẫn bị treo Thông tin trên hệ thống làm cho tớ không thể tiếp tục vay khoản vay khác? Lý do sao vậy nhỉ? ,Thông tin quá hạn vẫn bị treo nên điểm uy tín của tôi không thể sử dụng dịch vụ tiếp theo
250606.0005907,"Nội dung KH: Tôi đồng ý hoàn vé 6RVU98 có mất phí như đã trao đổi cho 1 khach la Ton That Nhat Minh và không có khiếu kiện khiếu nại khi MoMo hỗ trợ theo xác nhận
 Hỗ trợ thêm từ: 250606.0002567",Dong y
250606.0004031,Sao mình mua đơn titok shop mà ko áp được voucher vậy ạ,"Mình đã dùng Momo rất lâu, thấy cách trả lời của cskh khi thẻ quà bị lỗi.
1. Là lấy lí do theo kiểu văn mẫu hệ thống đang cập nhật gì gì đó, (mình ko biết sao nhưng bị lỗi thanh toán rất nhiều đơn Lazada 3 4 đơn rồi ko thanh toán được)
2. Nếu mà thẻ quà áp dụng cho 1 giao dịch khác, thì sẽ trả lời là: thấy anh đã sử dụng rồi. Nhưng cái mình cần đây là thẻ quà cần áp dụng cho giao dịch trước đó.
"
250606.0003263,Vui lòng kiểm tra giúp tôi vì sao tôi không sử dụng thẻ quà này để thanh toán hóa đơn SCTV xin cảm ơn,"Tư vấn viên trước đó hướng dẫn tôi gửi hình ảnh chi tiết của lịch sử giao dịch, nhưng mã không áp dụng thì tôi đâu có giao dịch làm chi? Giao dịch xong rồi thì còn hỏi làm gì nữa?"
250606.0013657,Tôi cần hỗ trợ ạ ,Giải quyết không được 
250606.0003402,"Nội dung KH: Chào mừng ngày phụ em không 
 Hỗ trợ thêm từ: 250604.0009054",Tình yêu của 
250606.0006269,Cần hỗ trợ điều chuyển tài khoản từ ví cũ của người đã mất về với người nhận thừa kế,Mình hôm qua mình bận nên ko phản hồi đc mình cần hổ trợ lại ạ
250606.0012096,"tôi muốn huỷ tất cả ví từ cccd của tôi
",3 số điện thoại trên tôi đã không còn sở hữu và không sử dụng nữa nên nhờ hủy giúp 3 số trên để tôi còn tạo ví mới để sử dụng còn không hủy được thì tôi không sài momo nữa 
250606.0008698,Số ví muốn huỷ 0582202786,"Vẫn chưa xoá được momo cũ 
"
250606.0013881,"Lúc trước tôi dùng ví trả sau để trả cho đơn hàng TikTok này. Sau đó tôi trả hàng cho TikTok và đồng thời tôi cũng đã thanh toán khoản nợ Ví trả sau rồi. Nhưng bây giờ TikTok lại hoàn tiền vào ví trả sau nên tôi bị mất trắng số tiền này. Trả lại cho tôi. Giải quyết cho tôi ạ. 
","TikTok hoàn tiền vào ví trả sau chứ không phải ví momo, vậy nên số tiền 202.512 của tôi vẫn chưa hề nhận được "
250606.0012189,"Nội dung KH: Tôi đã kiểm tra thông báo của momo và thông báo sms đều không có các thông báo ví dụ như “bạn đã kích hoạt ví trả sau thành công” “otp xác nhận giao dịch” hay là “thanh toán qua ví trả sau thành công” nếu như thế tôi thấy mình có thể vị rò rỉ thông tin hoặc bị lợi dụng
Tôi kiểm tra lịch sử giao dịch momo, không có thông tin nào tôi đã xác nhận bằng otp, giao dịch ví trả sau tôi cũng chưa làm
 Hỗ trợ thêm từ: 250605.0009876",Tôi sẽ thanh toán và giải quyết sau
250606.0002381,"nhập sai otp xác nhận mình cần ht hoang thành hồ sơ
",chưa thấy gì mất hồ sơ kb đã có hđ vay chưa 
250606.0012944,"Tôi gặp vấn đề về sinh trắc học, màn hình hiển thị thông tin cccd không đúng với Thông tin đăng ký.","Tôi gặp vấn đề về sinh trắc học, màn hình hiển thị thông tin cccd không đúng với Thông tin đăng ký."
250606.0012216,Trừ tiền sao sim không nhận được ,Cần số điện thoại tổng đài để tư vấn trực tiếp 
250606.0010922,tại sao tôi đã tất toán khoản vay rồi mà không cho tôi vay lại ,Tôi trả nợ đúng hạn đã tất toán mà không cho vay lại. Dịch vụ quá tệ
250606.0013641,"tháng trước nợ 9tr261 tôi chuyển 2 lần 1 lần 800 1 lần 711 mà vì sao 9tr261 -1tr5 mà còn 8tr112 là sao
 ",giải quyết ở đâu vậy vẫn thiếu của tôi gần 500000 hãy gọi cho tôi
250606.0010624,"tại sao vẫn còn bị nhắc nợ, dù đã thanh toán. muốn tất toán bn tiền
",muốn tất toán hợp đồng này thì còn bao nhiêu vào đâu
250606.0002093,"Tôi đã tất toán khoản vay và trừ tiền. Bình thường làm.việc rất nhanh nhưng hôm nay mãi chưa cập nhật, cứ bị gọi điện. Vui lòng nhanh chóng hoàn thành giúp tôi ",Ổn. Cảm ơn đội ngũ hỗ trợ 
250606.0003581,Thanh toán thất bại mà van chua hoàn lại tiền,Quá lâu
250606.0012178,"Nội dung KH: Đây là phần mềm tôi không sử dụng được. Và không hề muốn mua. Bất cứ vấn đề về tài khoản. Tôi phải đồng ý và thao tác. Thì mới được gọi là chuyển khoản. Từ trước đến giờ bất cứ app nào cũng phải như vậy. Còn này là do bảo mật của momo. Tự ý chuyển tiền của tôi. Nên phải có trách nhiệm là lấy lại hoặc phải trả lại tiền cho tôi. Không nói nhiều. Tôi chỉ hiểu như vậy thôi 
 Hỗ trợ thêm từ: 250603.0018449",Mất tiền từ ví momo giờ không lấy lại được. Tôi sẽ gửi đơn kiện cho bên công an giải quyết 
250606.0002101,Sao tôi lại bị trừ tiền ,Chưa thấy hoàn tiền 
250606.0008246,Bị thiếu hụt tiền qua nhiều trong tk,Yêu cầu hoàn tiền đã bị thiếu trong tk không tôi sẽ kiện đến cty mấy người làm ăn vậy coi sao được 
250606.0005173,"Nội dung KH: Thậm chí những đơn hàng giá trị thấp cũng ko thanh toán được, trong khi tại thời điểm thanh toán cả VTS và túi thần tài đều có đủ tiền. Bên Laz chọn thanh toán lại thì từ chối cho chọn momo vì ko đủ tiền trong tài khoản, nên tôi phải chọn hình thức khác,( nên ko thể chụp hình thanh toán thất bại bên laz)
 Hỗ trợ thêm từ: 250605.0014397","Những YCHT gửi trước lễ hoặc ngày nghỉ, hoặc những YC người dùng trả lời trực tiếp bên dưới, mặc dù có thông báo trả lời trong 24h, nhưng đa số sẽ bị CSKH quên check, thời gian phản hồi tận hơn nửa tháng (khi phản hồi không hề đọc lại những tin nhắn cũ ví dụ như yêu cầu này). Gần đây dịch vụ CSKH của Momo ngày càng quên không phản hồi YCHT nhiều. "
250606.0004958,Người nhận không còn dùng ví này nữa ,Mong momo giúp mình lấy lại tiền chuyển khoản nhầm
250606.0004906,hỗ trợ chuyển số dư tài khoản cũ sang tài khoản mới giúp mình với ạ,"thế mình lấy momo này làm cái mới có được ko vì thông tin gì cũng tương tự, có bắt buộc gì ko, nếu đc thì chuyển số dư momo 0905601416 qua momo 0347257353 giúp mìh được ko ạ, tks"
250606.0009576,Mình thanh toán bằng 2 nguồn tiền ví Momo và Ngân hàng liên kết nhưng không cập nhật lên hạng sau khi thanh toán xong!,Cảm ơn 
250606.0013549,"Tôi Muốn dky vay nhanh 
đủ 18 sao chưa dky dc mong cskh hỗ trợ và cho tôi phản hồi cccd 066206001910
",vay
250606.0006577,"tự nhiên bị trừ tiền ko hiểu lí do
",ko hoàn tiền bực thiệt tiền để trả nợ mà làm vậy
250606.0002202,"Tôi đã chuyển tiền đên số tài khoản trên
Nhưng bên người nhận thì không nhận đươc tiền,,",Rất hài lòng
250606.0014089,Người nhận vẫn chưa nhận được tiền,Yêu cầu hoàn tiền 
250601.0007958,Chuyển tiền nhầm ,Không giải quyết được gì hết 
250601.0002904,"Nội dung KH: Z là tôi mất số tiền đã ck nhầm. Bây giờ tôi phải liên hệ bên nào để nhờ hổ trợ
 Hỗ trợ thêm từ: 250424.0003608","Hoàn toàn k có kết quả
"
250601.0004554,"Người chuyển tiền đã gởi cho tôi báo gởi rồi giờ lại không có tiền vào tk
",Nói láo 
250601.0002667,"Nội dung KH: Vẫn chưa được hoàn tiền nha
 Hỗ trợ thêm từ: 250525.0005676",Chưa giải quyết hay sao các bạn ?
250601.0008418,"Nội dung KH: Tôi có hai tài khoản nextflix. 1 cái mỗi tháng đóng 220.000 và một cái mỗi tháng đóng 108000. Nhưng hiện tôi bị thu hai lần 220000 nên tôi nhờ momo kiểm tra nhưng toàn nhận được câu trả lời không như mong đợi
 Hỗ trợ thêm từ: 250530.0005048",Nếu xuất hiện ví đt khác tôi nhất định sẽ chuyển vì ko tuể chấp nhận kiểu pvkh của momo
250601.0004332,"Tôi đã chuyển tiền nhưng người nhận đến hôm nay vẫn chưa nhận được 
",Vẫn chưa được hỗ trợ xong dù đã hơn 2 ngày 
250601.0006578,Chuyển tiền không được,Làm nguyên cái app ngân hàng được . Không có 1 số điện thoại chăm sóc giải quyết bằng đường dây nóng 😡😡
250601.0007217,Tôi muốn huỷ ví momo 0704533261,Bị nhầm thông tin
250601.0002799,"Nội dung KH: Vấn đề không thể sử dụng được mã Thẻ Google Play 50.000₫
- Số thẻ: JKKTAD8201DLTJ4T
- Mã giao dịch MoMo: 88970906352
- Tài khoản MoMo 0772919006 đã mua Mã Thẻ Google Play
- Liên hệ cho tôi qua số đt: 0903882366
 Ticket trước: 250529.0010268
 Nội dung re-open: Tôi đã nhờ Google hỗ trợ vấn đề này nhưng họ báo là ""the Google Play gift cards you submitted isn’t valid or doesn't match the information in our systems."" và đưa hướng giải quyết không được

MoMo phải chịu trách nhiệm vì người đã cung cấp cho tôi mã này:
Mã giao dịch MoMo: 88970906352
Số thẻ: JKKTAD8201DLTJ4T
Seri: 4915693095146661
Ví thanh toán: 0772919006(Túi Thần Tài)

Liên hệ tôi: 0903882366","Vấn đề tôi vẫn chưa được giải quyết và đang mất tiền vì mua mã thẻ Google Play qua MoMo, MoMo cung cấp mã thẻ này, khi lỗi tôi đã tự contact đên GooglePlay để báo lỗi mã thẻ chưa giải quyết như MoMo HD, mail GG:
""
Hi,

According to our system, your Google Account or one of the Google Play gift cards you submitted isn’t valid or doesn't match the information in our systems.

Make sure that you 
"""
250601.0000879,Em mua mã thẻ cào nạp game không được và em chuyển sang nạp tiền điện thoại cũng không được,Hỗ trợ rất nhiệt tình và chu đáo cảm ơn mono
250601.0008249,mã khuyến mãi đâu,tôi rất hài lòng
250601.0001629,K xác thực khuôn mặt đc báo lỗi,"Tôi rất hai lòng 
"
250601.0007549,mua data chưa báo thành công trừ tiền mà tôi không sử dụng dc data yêu cầu hoàn tiền mã gd : 89202200907,"0363554912 
20h:13p 31/05/2025
mã gd :89202200907"
250601.0002444,Thanh toán sai hoá đơn.,"Chưa giải quyết được vấn đề.
"
250601.0007577,Tôi đã thanh toán hóa đơn của HDSAISON 1.422.000 ngày 27/5 sao hệ thống của MoMo vẫn nhắc nợ,Tôi thấy vẫn báo dư nợ 2 hóa đơn HDSAISON tôi đã thanh toán
250601.0000597,"tôi đã tất toán khoản vay 24h rồi mà chưa được vay lại trong khi điểm tín dụng của tôi khá tốt và tôi chưa chậm khoản vay nào
",tôi vẫn chưa được vay lại 
250601.0008539,Cho e hỏi e đăng kí gói vay không được ạ,Vẫn chưa nhận được phản hồi ạ
250601.0001611,Yêu cầu hoàn toàn ,Có thể hoàn tiền tôi vô tình mua k ạ
250608.0008876,Điểm tin cậy bị trừ miết. Mặc dù dùng full tất cả dịch vụ ví trả sau vay nhanh thanh toán hoá đơn điện nước truyền hình. Mà cứ bị trừ tháng này qa tháng nọ. Từ 800 mấy trừ miết giờ còn chưa đc 700,Giải  quyết không thoả đáng. Sử dụng tăng mà lại bị trừ điểm miết. 
250608.0005886,"Nội dung KH: Vấn đề là ngân hàng hoàn tiền lại nhưng chị chưa nhận được, em không hiểu vấn đề hay sao?
 Hỗ trợ thêm từ: 250603.0019656",Nhân viên không hiểu vấn đề của khách hàng.
250608.0004787,"Nội dung KH: Bên nhận vẫn chưa nhận được tiền

 Hỗ trợ thêm từ: 250604.0003678",Người nhận vẫn chưa nhận tiền
250608.0000909,Người nhận chưa nhận được tiền,Người nhận vẫn chưa nhận được tiền ạ
250608.0008682,"Tôi đã mua vé mega ngày 6/6/2025 giao dịch đã thành công trừ tiền,mà kiểm tra không có tin nhắn,lịch sử cũng không.","Ngày 6/6 tôi không nhận đc 02 vé,không có lịch sử mua,bị trừ tiền tk 20600đ"
250608.0000356,chuyển khoản vẫn chưa xủw lý tiên vẫn chưa về,Ụa sao lâu vậy 2 lần giao dinch lận mà trời 
250608.0010587,"89542748171 giao dịch này em bị kẹt tiền ạ
","tôi vẫn chưa nhận được tiền
"
250608.0007451,Nên có hướng dẫn tôi phải làm gì tiếp theo,👋👋
250608.0008212,NGUYEN VAN GIANG ,"CSKH 1035525481
"
250608.0009729,"nhờ momo hỗ trợ hủy tài khoản này giúp, vì hồi còn sinh viên dùng sim này mà sim không chính chủ và chặn 1 chiều nêm không còn sử dụng nữa. rất tiếc khi phải hủy dịch vụ","xin chào momo, vừa rồi mình có kiểm tra lại lịch sử cuộc gọi của momo. mong momo thông cảm vì vừa rồi mình bận việc gia đình nên không cầm máy có sim này ( như mình có đề cập ở dưới sim bị khóa chiều gọi đi rồi nên mình không liên hệ lại được với momo. mong momo tiếp tục hỗ trợ xử lý online, cảm ơn momo nhiều. "
